Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2018-11-15T05:03:27+0000,"The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.","The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.",Proteomics Might Have Saved My Mother’s Life. And It May Yet Save Mine.,,
2018-09-05T09:00:02+0000,What happens to teachers who are forced to act as first responders?,What happens to teachers who are forced to act as first responders?,Teaching in the Age of School Shootings,,
2018-07-17T09:00:10+0000,"His enemies paint him as all-powerful, but the billionaire philanthropist believes that his political legacy has never been in greater jeopardy.","His enemies paint him as all-powerful, but the billionaire philanthropist believes that his political legacy has never been in greater jeopardy.",George Soros Bet Big on Liberal Democracy. Now He Fears He Is Losing.,The Billionaire’s Losses,
2018-09-14T07:30:02+0000,"Lupino and Collins aren’t mentioned in the same breath as Scorsese and Spike Lee, but they should be. Let’s put them back in the conversation. ","Lupino and Collins aren’t mentioned in the same breath as Scorsese and Spike Lee, but they should be. Let’s put them back in the conversation. ",You Know These 20 Movies. Now Meet the Women Behind Them,,
2018-11-19T10:00:02+0000,"As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.","As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.",Nancy Pelosi’s Last Battle,Nancy Pelosi’s Last Battle,
2018-11-11T05:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-28T04:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-06-11T09:00:10+0000,The photographer is known for her gritty images of New York City life. Now she’s become a leading activist in the struggle against addiction.,The photographer is known for her gritty images of New York City life. Now she’s become a leading activist in the struggle against addiction.,Nan Goldin Survived an Overdose to Fight the Opioid Epidemic,Profile; Addiction Activist,
2019-02-13T10:00:04+0000,Computer programming once had much better gender balance than it does today. What went wrong?,Computer programming once had much better gender balance than it does today. What went wrong?,The Secret History of Women in Coding,The Secret History of Women In Coding,
2019-02-05T10:00:04+0000,"When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","He Played by the Rules of Putin’s Russia, Until He Didn’t: The Story of a Murder",The Life and Death of Denis Voronenkov,
2018-10-10T09:00:07+0000,"Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.","Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.",The Democrats Have an Immigration Problem,The Democrats Have an Immigration Problem,
2018-07-16T18:47:02+0000,"President Trump and President Vladimir V. Putin of Russia answered questions from Russian and American journalists after their private meeting in Helsinki, Finland.","President Trump and President Vladimir V. Putin of Russia answered questions from Russian and American journalists after their private meeting in Helsinki, Finland.",Joint News Conference by Trump and Putin: Full Video and Transcript,,
2018-08-13T17:22:19+0000,How the microbiologist Carl Woese fundamentally changed the way we think about evolution and the origins of life.,How the microbiologist Carl Woese fundamentally changed the way we think about evolution and the origins of life.,The Scientist Who Scrambled Darwin’s Tree of Life,Scrambling Darwin,
2018-10-21T16:15:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-06-20T09:00:03+0000,"By placing its people throughout the administration, the Heritage Foundation has succeeded in furthering its right-wing agenda.","By placing its people throughout the administration, the Heritage Foundation has succeeded in furthering its right-wing agenda.",How One Conservative Think Tank Is Stocking Trump’s Government,All the Right People,
2018-11-06T14:54:21+0000,See full results and maps from the Massachusetts midterm elections.,See full results and maps from the Massachusetts midterm elections.,Massachusetts Election Results,,
2018-12-01T04:57:27+0000,"Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","George Bush, Who Steered Nation in Tumultuous Times, Is Dead at 94",A Genial President Who Guided the Nation,
2019-03-07T05:11:30+0000,"Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.","Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.",The Top 25 Songs That Matter Right Now,,
2018-10-11T20:48:22+0000,"She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.","She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.",The Case of Jane Doe Ponytail,,
2018-05-24T15:26:54+0000,Innovators are creating new ways to use technology and help solve problems.,Innovators are creating new ways to use technology and help solve problems.,When Passion and Technology Meet,When Passion and Technology Meet,
2018-07-20T13:00:09+0000,"Swing Left, a Democratic political action committee founded after the 2016 election by three relative novices, resembles a Silicon Valley start-up more than a traditional political organization.","Swing Left, a Democratic political action committee founded after the 2016 election by three relative novices, resembles a Silicon Valley start-up more than a traditional political organization.","Trying to Flip the House, ZIP Code by ZIP Code","Trying to Flip the House, ZIP Code by ZIP Code",
2018-09-10T09:00:11+0000,"Lined with outsize Georgian buildings, Henrietta Street has been, over the years, home to both tenement squalor and aristocratic grandeur. ","Lined with outsize Georgian buildings, Henrietta Street has been, over the years, home to both tenement squalor and aristocratic grandeur. ",This Dublin Block Tells the Story of the City,Up on Henrietta Street,
2018-10-28T17:26:28+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","Midterm Election Poll: Iowa’s 1st District, Blum vs. Finkenauer",,
2018-05-12T09:00:14+0000,"“It’s not good enough to talk,” says Jeffrey Tibbetts, a registered nurse whose home plays host to Grindfest, an annual meetup of biohackers. “You should be taking action. That’s kind of our ethos.” ","“It’s not good enough to talk,” says Jeffrey Tibbetts, a registered nurse whose home plays host to Grindfest, an annual meetup of biohackers. “You should be taking action. That’s kind of our ethos.” ",Magnet Implants? Welcome to the World of Medical Punk,Magnet Implants? Welcome to the World of Medical Punk,
2018-12-06T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,26 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-06-09T09:00:05+0000,"As the tech moguls disagree over the risks presented by something that doesn’t exist yet, all of Silicon Valley is learning about unintended consequences of A.I.","As the tech moguls disagree over the risks presented by something that doesn’t exist yet, all of Silicon Valley is learning about unintended consequences of A.I.","Mark Zuckerberg, Elon Musk and the Feud Over Killer Robots",Moguls and Killer Robots,
2018-08-31T16:38:02+0000,"They’re remarkable first-timers, spurred by Donald Trump to help Democrats retake the House.","They’re remarkable first-timers, spurred by Donald Trump to help Democrats retake the House.",13 Faces That Tell the Story of 2018,,
2019-03-26T09:00:10+0000,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,How to Leave the Trump White House With a Million Dollar Parachute,The Escape Artists,
2018-08-03T09:00:12+0000,Don’t dismiss them as hucksters promoting self-help books and dubious mushroom coffee.,Don’t dismiss them as hucksters promoting self-help books and dubious mushroom coffee.,The Podcast Bros Want to Optimize Your Life,Meet the Podcast Bros,
2018-07-31T09:00:07+0000,"Despite a troubled history, Cayuga Centers has quietly become the largest provider of foster care for unaccompanied minors in federal government custody.","Despite a troubled history, Cayuga Centers has quietly become the largest provider of foster care for unaccompanied minors in federal government custody.",How One Agency Built a Multimillion-Dollar Business in Migrant Children,Ailing Charity Reaped Millions Shifting Care to Young Migrants,
2018-05-03T02:41:10+0000,Our second installment of reader submissions to the Overlooked obituary project. ,Our second installment of reader submissions to the Overlooked obituary project. ,Readers Eulogize Family and Friends They Loved and Lost ,Readers Eulogize Family and Friends They Loved and Lost ,
2018-10-11T16:55:19+0000,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,"Midterm Election Poll: Arizona’s 6th District, Schweikert vs. Malik",,
2018-06-28T09:55:04+0000,Trump knows how to provoke his opponents. But liberals — and the Democratic Party — shouldn’t take the bait.,Trump knows how to provoke his opponents. But liberals — and the Democratic Party — shouldn’t take the bait.,Don’t Feed the Troll in the Oval Office,,
2019-01-03T22:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,30 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-08-20T09:00:10+0000,"A poet returns to his ancestral country where, after the recent “velvet revolution,” the sense of a new era is palpable.","A poet returns to his ancestral country where, after the recent “velvet revolution,” the sense of a new era is palpable.",My Armenia,"An Ancient Land, Newly Optimistic",
2018-09-12T09:00:09+0000,"Ayn Rand’s “Atlas Shrugged,” Boris Pasternak’s “Doctor Zhivago” and Vladimir Nabokov’s “Lolita” continue to be controversial even today.","Ayn Rand’s “Atlas Shrugged,” Boris Pasternak’s “Doctor Zhivago” and Vladimir Nabokov’s “Lolita” continue to be controversial even today.","Three Blockbuster Novels From the 1950s, and Their Remarkable Afterlife",From Russia With Love,
2018-05-24T15:29:38+0000,"Creating businesses that not only help people, but also help people open their eyes.","Creating businesses that not only help people, but also help people open their eyes.",Inventing New Ways to Solve Old Problems,Inventing New Ways to Solve Old Problems,
2018-11-15T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-07T11:41:31+0000,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,Our roundup of the news stories and features about young people that have recently appeared across sections of NYTimes.com.,Teenagers in The Times: August 2018,Teenagers in The Times: August 2018,
2018-12-20T15:51:26+0000,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,"The Itsy-Bitsy, Teenie-Weenie, Very Litigious Bikini","The  Itsy-Bitsy,  Teenie-Weenie,  Very  Litigious  Bikini",
2018-12-13T22:00:06+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-07T12:00:01+0000,These women want the right to compete in big-wave contests — and get paid as much as men do.,These women want the right to compete in big-wave contests — and get paid as much as men do.,The Fight for Gender Equality in One of the Most Dangerous Sports on Earth,,
2018-12-02T08:00:13+0000,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,"He’s Built an Empire, With Detained Migrant Children as the Bricks",Migrant Youths Get Detention. He Gets Richer.,
2018-07-17T20:54:46+0000,"The former president offered an impassioned defense of international institutions, seeming to take aim at President Trump.","The former president offered an impassioned defense of international institutions, seeming to take aim at President Trump.",Transcript: Obama’s Speech Defending Democracy,Transcript: Obama’s Speech Defending Democracy,
2018-11-29T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-22T21:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-27T22:00:08+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,31 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-08-23T08:00:04+0000,"Five writers on what made the protean Bernstein, born 100 years ago, one of the most indelible figures in the history of the arts.","Five writers on what made the protean Bernstein, born 100 years ago, one of the most indelible figures in the history of the arts.","Brash, Confident and Democratic: How Leonard Bernstein Symbolized America"," Some Essential Moments That Were America’s, Too",
2018-11-03T19:02:56+0000,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Trump Administration Spares Corporate Wrongdoers Billions in Penalties,Corporate Wrongdoers Get Break Under Trump,
2018-06-23T10:00:01+0000,"A fabled family finds their showbiz portrayals “demonizing,” “disgusting” and unrepresentative of their super-L.G.B.T.Q. values.","A fabled family finds their showbiz portrayals “demonizing,” “disgusting” and unrepresentative of their super-L.G.B.T.Q. values.",Growing Up Getty,The Gettys Bite Back,
2018-06-19T14:42:28+0000,Joel Mesler ran a successful gallery on the Lower East Side for years. Then he left the city and started a new chapter.,Joel Mesler ran a successful gallery on the Lower East Side for years. Then he left the city and started a new chapter.,How an Art Dealer Became an Up-and-Coming Painter,How an Art Dealer Became an Up-and-Coming Painter,
2018-09-18T14:45:57+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","Midterm Election Poll: Iowa’s 1st District, Blum vs. Finkenauer",,
2018-09-07T15:48:13+0000,"With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.","With a single scholarly article, Lina Khan, 29, has reframed decades of monopoly law.",Amazon’s Antitrust Antagonist Has a Breakthrough Idea,"Be Afraid, Jeff Bezos, Be Very Afraid",
2018-09-07T21:09:58+0000,,,"Midterm Election Poll: Minnesota’s 3rd District, Paulsen vs. Phillips",,
2018-06-30T13:09:29+0000,"Scrambling to turn out its first mass-market electric car, the automaker set up multiple assembly lines and is changing production processes on the fly.","Scrambling to turn out its first mass-market electric car, the automaker set up multiple assembly lines and is changing production processes on the fly.",Inside Tesla’s Audacious Push to Reinvent the Way Cars Are Made,Tesla’s Mass-Market Gamble,
2018-09-07T18:14:21+0000,"The Infowars founder and Trump backer is as much marketer as ideological warrior, selling products to assuage the fears he is so expert at stoking.","The Infowars founder and Trump backer is as much marketer as ideological warrior, selling products to assuage the fears he is so expert at stoking.",Conspiracy Theories Made Alex Jones Very Rich. They May Bring Him Down.,"Reckoning Imperils Infowars Founder’s Soapbox, and His Empire",
2019-01-23T16:15:48+0000,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,"Empathy and Resilience, Responsibility and Self-Care: Resources for Social and Emotional Learning From The New York Times",,
2019-01-31T10:00:02+0000,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,How Iran’s Greatest Director Makes Art of Moral Ambiguity,The Universalist,
2018-12-30T07:59:08+0000,"When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","A Day, a Life: When a Medic Was Killed in Gaza, Was It an Accident?","A Conflict, and a Life, Laid Bare by a Bullet",
2018-05-03T11:24:39+0000,The United States has an expertise advantage in trade negotiations with China; solar tariffs are scrambling the industry; and Tesla’s “bizarre” conference call sent shares sliding.,The United States has an expertise advantage in trade negotiations with China; solar tariffs are scrambling the industry; and Tesla’s “bizarre” conference call sent shares sliding.,"Trade, Tariffs and Tesla’s Conference Call: DealBook Briefing",,
2018-10-18T19:25:43+0000,We pair Kafka’s timeless novella with a piece from The Upshot to explore the extent to which our relationships make us human.,We pair Kafka’s timeless novella with a piece from The Upshot to explore the extent to which our relationships make us human.,Text to Text | ‘The Metamorphosis’ and ‘How Social Isolation Is Killing Us’,Text to Text | ‘The Metamorphosis’ and ‘How Social Isolation Is Killing Us’,
2018-05-16T11:23:55+0000,"A Delaware judge put a temporary halt to the legal wrangling between CBS and its controlling shareholder, Shari Redstone.","A Delaware judge put a temporary halt to the legal wrangling between CBS and its controlling shareholder, Shari Redstone.",A Temporary Cease-Fire in CBS’s Fight With Redstones: DealBook Briefing,,
2018-05-22T10:40:05+0000,Congress passed legislation that frees banks from a variety of regulations that were imposed after the financial crisis of 2008.,Congress passed legislation that frees banks from a variety of regulations that were imposed after the financial crisis of 2008.,How Dodd-Frank Rollback Bill Could Come Back to Haunt Us: DealBook Briefing,,
2018-05-17T10:58:24+0000,Wells Fargo employees may have improperly changed information about corporate clients. The question now is how will regulators react?,Wells Fargo employees may have improperly changed information about corporate clients. The question now is how will regulators react?,Wells Fargo Continues to Test Regulators: DealBook Briefing,,
2019-02-12T10:00:03+0000,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,The Carbon Chase,
2018-08-03T20:45:19+0000,A memorial to those who lost their lives in 2018,A memorial to those who lost their lives in 2018,Notable Deaths 2018,,
2019-01-29T10:00:04+0000,"After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","Will Sports Betting Transform How Games Are Watched, and Even Played?",Bet on It,
2018-08-14T09:00:03+0000,"Mining personal data has become a trillion-dollar business — which is why activists are pushing laws to curb the practice, and why Facebook and other companies are desperate to stop them.","Mining personal data has become a trillion-dollar business — which is why activists are pushing laws to curb the practice, and why Facebook and other companies are desperate to stop them.",The Unlikely Activists Who Took On Silicon Valley — and Won,Big Tech’s War on Privacy,
2018-06-06T10:15:40+0000,"European regulators reportedly are planning to fine Google over the dominance of its Android mobile operating system, underscoring that point yet again.","European regulators reportedly are planning to fine Google over the dominance of its Android mobile operating system, underscoring that point yet again.",Google Is in Europe’s Cross Hairs Again: DealBook Briefing,,
2018-05-30T10:03:08+0000,The ban on proprietary trading is being pared back. Will regulators have the will or power to enforce it?,The ban on proprietary trading is being pared back. Will regulators have the will or power to enforce it?,Wall Street Gains Ground Under the New Volcker Rule: DealBook Briefing,,
2018-06-28T08:00:01+0000,"Months after accusing powerful men of sexual abuse and harassment, Ashley Judd, Gwyneth Paltrow and 18 others reveal what happened afterward.","Months after accusing powerful men of sexual abuse and harassment, Ashley Judd, Gwyneth Paltrow and 18 others reveal what happened afterward.",How Saying #MeToo Changed Their Lives,,
2018-11-15T05:03:27+0000,"The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.","The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.",Proteomics Might Have Saved My Mother’s Life. And It May Yet Save Mine.,,
2018-09-05T09:00:02+0000,What happens to teachers who are forced to act as first responders?,What happens to teachers who are forced to act as first responders?,Teaching in the Age of School Shootings,,
2018-05-02T04:28:24+0000,"It’s pricey, it’s portable, its users need it constantly, and retailers love to buy it at a discount. All of which makes it a perfect product to steal.","It’s pricey, it’s portable, its users need it constantly, and retailers love to buy it at a discount. All of which makes it a perfect product to steal.",The Baby-Formula Crime Ring,,
2018-07-17T09:00:10+0000,"His enemies paint him as all-powerful, but the billionaire philanthropist believes that his political legacy has never been in greater jeopardy.","His enemies paint him as all-powerful, but the billionaire philanthropist believes that his political legacy has never been in greater jeopardy.",George Soros Bet Big on Liberal Democracy. Now He Fears He Is Losing.,The Billionaire’s Losses,
2018-09-14T07:30:02+0000,"Lupino and Collins aren’t mentioned in the same breath as Scorsese and Spike Lee, but they should be. Let’s put them back in the conversation. ","Lupino and Collins aren’t mentioned in the same breath as Scorsese and Spike Lee, but they should be. Let’s put them back in the conversation. ",You Know These 20 Movies. Now Meet the Women Behind Them,,
2018-11-19T10:00:02+0000,"As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.","As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.",Nancy Pelosi’s Last Battle,Nancy Pelosi’s Last Battle,
2018-11-11T05:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-28T04:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-06-11T09:00:10+0000,The photographer is known for her gritty images of New York City life. Now she’s become a leading activist in the struggle against addiction.,The photographer is known for her gritty images of New York City life. Now she’s become a leading activist in the struggle against addiction.,Nan Goldin Survived an Overdose to Fight the Opioid Epidemic,Profile; Addiction Activist,
2019-02-13T10:00:04+0000,Computer programming once had much better gender balance than it does today. What went wrong?,Computer programming once had much better gender balance than it does today. What went wrong?,The Secret History of Women in Coding,The Secret History of Women In Coding,
2019-02-05T10:00:04+0000,"When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","He Played by the Rules of Putin’s Russia, Until He Didn’t: The Story of a Murder",The Life and Death of Denis Voronenkov,
2018-10-10T09:00:07+0000,"Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.","Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.",The Democrats Have an Immigration Problem,The Democrats Have an Immigration Problem,
2018-07-16T18:47:02+0000,"President Trump and President Vladimir V. Putin of Russia answered questions from Russian and American journalists after their private meeting in Helsinki, Finland.","President Trump and President Vladimir V. Putin of Russia answered questions from Russian and American journalists after their private meeting in Helsinki, Finland.",Joint News Conference by Trump and Putin: Full Video and Transcript,,
2018-05-04T13:00:16+0000,"“Deadpool 2,” “Solo: A Star Wars Story,” “Ocean’s 8” and many other films are slated to premiere this summer.","“Deadpool 2,” “Solo: A Star Wars Story,” “Ocean’s 8” and many other films are slated to premiere this summer.",Summer Movies 2018: Here’s What’s Coming Soon to Theaters,"Coming Soon: Strivers, Toons, Titans",
2018-08-13T17:22:19+0000,How the microbiologist Carl Woese fundamentally changed the way we think about evolution and the origins of life.,How the microbiologist Carl Woese fundamentally changed the way we think about evolution and the origins of life.,The Scientist Who Scrambled Darwin’s Tree of Life,Scrambling Darwin,
2018-10-21T16:15:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-06-20T09:00:03+0000,"By placing its people throughout the administration, the Heritage Foundation has succeeded in furthering its right-wing agenda.","By placing its people throughout the administration, the Heritage Foundation has succeeded in furthering its right-wing agenda.",How One Conservative Think Tank Is Stocking Trump’s Government,All the Right People,
2018-11-06T14:54:21+0000,See full results and maps from the Massachusetts midterm elections.,See full results and maps from the Massachusetts midterm elections.,Massachusetts Election Results,,
2018-12-01T04:57:27+0000,"Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","George Bush, Who Steered Nation in Tumultuous Times, Is Dead at 94",A Genial President Who Guided the Nation,
2019-03-07T05:11:30+0000,"Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.","Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.",The Top 25 Songs That Matter Right Now,,
2018-10-11T20:48:22+0000,"She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.","She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.",The Case of Jane Doe Ponytail,,
2018-05-30T09:00:04+0000,"Why did female members follow a guru named Keith Raniere, who now stands accused of sex trafficking? He made them feel like they were in control.","Why did female members follow a guru named Keith Raniere, who now stands accused of sex trafficking? He made them feel like they were in control.","Inside Nxivm, the ‘Sex Cult’ That Preached Empowerment",The Empowerment Cult,
2018-05-15T04:11:18+0000,The researchers and renegades bringing psychedelic drugs into the mental health mainstream.,The researchers and renegades bringing psychedelic drugs into the mental health mainstream.,My Adventures With the Trip Doctors,,
2018-05-02T04:20:20+0000,"Insys Therapeutics paid millions of dollars to doctors. The company called it a “speaker program,” but prosecutors now call it something else: a kickback scheme.","Insys Therapeutics paid millions of dollars to doctors. The company called it a “speaker program,” but prosecutors now call it something else: a kickback scheme.",The Opioid that Made a Fortune for Its Maker — and for Its Prescribers,,
2018-12-12T16:58:41+0000,"Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.","Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.",A Chinese Tycoon Sought Power and Influence. Washington Responded.,The Unraveling of a Push for Power and Influence,
2018-08-17T03:22:11+0000,"After setting off a furor that unsettled the markets and his own board, the Tesla chief talks about the pressure he is under and his struggle to cope.","After setting off a furor that unsettled the markets and his own board, the Tesla chief talks about the pressure he is under and his struggle to cope.",Elon Musk Details ‘Excruciating’ Personal Toll of Tesla Turmoil,Musk Details ‘Excruciating’ Year Of Sleepless Nights and Turmoil,
2018-04-05T20:10:49+0000,McLaren’s lust-worthy high-performance cars can trace their heritage to the track. But there’s still a challenge in making you want to buy one.,McLaren’s lust-worthy high-performance cars can trace their heritage to the track. But there’s still a challenge in making you want to buy one.,McLaren’s Formula One History Drives It on the Streets,McLaren Darts Into Luxury Car Passing Lane,
2018-10-17T08:00:04+0000,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Tiffany Haddish: ‘My Career Is a Delicious Roasted Chicken’,Open a Door: She’s Bigger Than the Room,
2018-06-04T02:01:05+0000,"This week, Chuck plans a trap for his rival as Bobby risks alienating one of his greatest weapons.","This week, Chuck plans a trap for his rival as Bobby risks alienating one of his greatest weapons.","‘Billions’ Season 3, Episode 11: Salt to Taste","‘Billions’ Season 3, Episode 11: Salt to Taste",
2018-04-03T21:05:22+0000,"Fifty years after Dr. Martin Luther King Jr.’s assassination, black pastors are issuing a call to action and using different methods to achieve common goals.","Fifty years after Dr. Martin Luther King Jr.’s assassination, black pastors are issuing a call to action and using different methods to achieve common goals.",Where Today’s Black Church Leaders Stand on Activism,"As They Honor King, Churches Ask: How Far Have We Come?",
2018-07-09T09:00:06+0000,"The former labor secretary Robert B. Reich reviews two new books arguing for a universal basic income: “Give People Money,” by Annie Lowrey, and “The War on Normal People,” by Andrew Yang.","The former labor secretary Robert B. Reich reviews two new books arguing for a universal basic income: “Give People Money,” by Annie Lowrey, and “The War on Normal People,” by Andrew Yang.",What if the Government Gave Everyone a Paycheck?,Barely Afloat in America,
2018-04-01T22:54:42+0000,"First used with Bitcoin, blockchain technology could reduce the control that big internet companies have over our personal information. But it’s far from a mature technology.","First used with Bitcoin, blockchain technology could reduce the control that big internet companies have over our personal information. But it’s far from a mature technology.",Tech Thinks It Has a Fix for the Problems It Created: Blockchain,Tech’s Answer For Security: Blockchain,
