Published On,Headline
"May 6, 2016","With international military tensions ratcheting up in and around the Black Sea, we're exploring why this body of water is so important to the region. And we're taking you aboard a U.S. nuclear submarine to find out what life is like under the surface. Fridays are awesome on CNN Student News!"
"May 5, 2016","We start this Thursday by explaining how an economic crisis in Venezuela was years in the making. An ""explosive"" wildfire in Canada and a U.S. presidential visit to Flint, Michigan are covered. And then, we're diving into some major developments in the U.S. presidential nomination process and exploring hypothetical outcomes based on an Electoral College map from the 2012 election."
"May 4, 2016","Today's topics include the death of a U.S. service member in Iraq, a look at how the window may be closing for a contested political convention, and an explanation of why hundreds of teachers in Detroit called out sick this week. We're also looking into a study on mobile device addiction."
"May 3, 2016","Two stories from the Caribbean kick things off today: We're exploring the reasons behind an exodus of Puerto Rico, and we're explaining the significance and controversy surrounding a historic cruise to Cuba. A U.S. citizen gives his first interview since being released from a North Korean prison, and a professor discusses his theory that dogs secretly hate hugs."
"May 2, 2016","Kenyan officials have set fire to tons of ivory, and we're explaining how they hope it sends a message as symbolic as it is destructive. We're visiting Iraq's Green Zone, a site of recent instability in the country, and we're discussing how Melanoma Monday aims to draw attention to skin cancer. Also featured: the debate over whether voting-booth selfies should be banned in the U.S."
"April 29, 2016","Today's show explains a range of topics, from the complicated war in Syria to a mission that explores the deepest point in the sea. We're looking at the history of the American bison, we're naming the most commonly used noun in English, and we're examining what happens when someone dies without leaving a will. Also: Get the score of a foosball game that pit students against a machine."
"April 28, 2016","Today's show begins with an update on the U.S. presidential race, a shift in generational demographics, and a virus outbreak that threatens to impact the commencement ceremony at Harvard University. We're explaining what exactly mumps is and what causes the disease, and we're exploring how the invention of the elevator dramatically changed the skylines of cities around the world."
"April 27, 2016","A cheating scandal at Mitsubishi Motors, a tornado threat in the U.S. Midwest, and a Character Study headline today's edition of our show. We're introducing a neurosurgeon whose spina bifida was only one of the challenges she faced growing up, and we're examining whether a ""robot revolution"" could help address some of the challenges posed by Japan's shrinking and aging population."
"April 26, 2016","From the Middle East to Europe to China, we're traveling the globe to bring you events coverage this Tuesday. The U.S. announces it'll increase its military presence in Syria, a stricken Belgian train station reopens, and a massive dome is being completed near the decommissioned Chernobyl nuclear power plant. We're also examining a possible restraint on a potential Mars mission."
"April 25, 2016","Tensions are high on the Korean Peninsula, following another reported missile launch by North Korea. We're explaining why the country might risk more U.N. sanctions to move forward with its military programs. A potential banana crisis, a look at desperate conditions in Ecuador, and a Character Study of a certified instructor in therapeutic riding are also featured this Monday."
"April 22, 2016","Is ISIS trying to gain a foothold in Libya? Why is that significant, and why might the North African country appeal to the terrorist group? That's what's first up today, followed by a report on the passing of an internationally famous musician. Afterward, we're checking in with six people who are taking part in a study of the potential psychological effects of deep-space travel."
"April 21, 2016","Ten days away from the official start of the Atlantic hurricane season, we're reporting on what predictions are being made about potential storms and how El Niño and La Niña affect global weather patterns. A significant change is announced for the U.S. $20 bill, and a replica of an ancient Syrian artifact is unveiled in London. And a CNN Hero helps young people assimilate in the U.S."
"April 20, 2016","As President Obama travels to the Middle East, we're looking at what sustains -- and what strains -- relations between the U.S. and longtime ally Saudi Arabia. A CNN reporter takes a trip inside Pyongyang amid increased sanctions against North Korea. And we get the chance to sit inside the spacecraft that could one day take U.S. astronauts back to deep space."
"April 19, 2016","Today's international coverage begins with two stories from South America: Brazilian lawmakers are debating whether to impeach the nation's president, and officials in Ecuador are struggling to reach survivors of last weekend's earthquake. We're also examining two separate immigration issues in the U.S., and we're reporting on an increase in the number of American troops in Iraq. Finally, we're taking a look at some of the methods retailers use to get shoppers to buy."
"April 18, 2016","A series of earthquakes on opposite sides of the Ring of Fire has taken lives and homes. Today, we're showing you how Ecuador and Japan are recovering. We're also looking at a shipwreck that was recently excavated off the coast of Oman, and we're explaining the impacts that extended time in space can have on the human body. Finally: a march of penguins to a new home at the Detroit Zoo."
"April 15, 2016","Russian jets make an extremely close overflight of a U.S. ship, CNN obtains video that's believed to prove that a number of kidnapped Nigerian schoolgirls are alive, and we take an in-depth look at some of the methods that could be used to sway delegates at a contested political convention."
"April 14, 2016","With health officials saying that the Zika virus is more threatening than originally thought, we're exploring what's being done to combat the virus -- and what those efforts look like in the emergency operations center of the CDC. We're also examining a program that chases storms in the U.S. Southeast, and we're exploring the history of an organization's efforts to promote safer driving."
"April 13, 2016","In part of Afghanistan, two defectors from the ISIS terrorist group discuss why they left and the challenges of fighting the organization. In the U.S. presidential race, we're looking at how the rules are set for the Republican National Convention. And in San Diego County, California, a CNN Hero works to foster a love of marine biology in kids who've had limited exposure to ocean science."
"April 12, 2016","A high-level defection from North Korea and new concerns about its nuclear capabilities lead off today's show. We're covering the historic visit of a U.S. official to the site of the 1945 atomic bombing of Hiroshima, and we're discussing how migrants and refugees are being processed in Europe. Also featured is a look at a student-made device that works as both a hearing test and aid."
"April 11, 2016","The first subjects in our first show of the week cover the arrests of terrorism suspects in Belgium and the concerns about a major dam in Iraq. After that, we're exploring several space stories, from the successful launch of what could become a ""space hotel"" to the successful landing of the rocket that put it into orbit. A Kepler problem and a missing space dog round out our coverage."
"April 8, 2016","An in-depth report leads off Friday's edition of our show. We're bringing you highlights from an exclusive interview with the director of the U.S. Terrorist Screening Center. We're exploring what the organization does and what concerns its officials the most. Also featured: a wooden chair that recently fetched $349,000 at auction because of its former connection to a famous author."
"April 7, 2016","Following a state vote in which neither party's frontrunner won, we're starting today's show by updating the delegate counts for Republican and Democratic presidential candidates. Afterward, we're covering a pair of controversial issues: a religious freedom law in the U.S. and a report on the use of the death penalty around the world. And we're introducing a swimmer of the Oceans Seven."
"April 6, 2016","With an international controversy brewing over the so-called ""Panama Papers,"" we're explaining what exactly these documents are and why some officials are concerned about them. Also featured: a look at the complicated political process that could take place at a contested convention. And we have a Character Study of a man who's helping young fathers become positive role models."
"April 5, 2016","Today's global coverage begins in the Mediterranean, where we're exploring how an international agreement concerning migrants is being tested. Then, we're headed to Brazil for a look at the unique challenges the nation is facing ahead of the Summer Olympics. And after reporting on the world's busiest airports, we're looking at what it's like to work in the sky."
"April 4, 2016","A sign of normalcy and evidence of tension hover over Brussels, 13 days after terrorists targeted the Belgian capital. A recently discovered stone slab could give archaeologists insight into the Etruscan language. U.S. political candidates and analysts turn their eyes to Wisconsin. And a new theory links musical preferences to personality types. Turn up the volume on CNN Student News!"
"April 1, 2016","As the Nuclear Security Summit convenes in Washington, D.C., some officials express concerns about the goods that are making their way into North Korea. As a line of storms stretches across the eastern U.S., we're looking into the research being done to forecast tornadoes. And as the Final Four approaches, we're introducing a coach whose students learn much more than basketball."
"March 31, 2016","Today's show begins on a tiny island in the South China Sea and explains how it's a piece of a large, international dispute over the region. That's followed by a new report examining how Alzheimer's disease impacts caregivers. And U.S. companies build prototypes for the Hyperloop."
"March 30, 2016","As the U.S. government takes new steps to address an exploding epidemic of prescription drug and heroin abuse, we're reporting on a summit in which President Obama and Dr. Gupta discussed the issue. The debate over minimum wage in California is detailed, and scientists' strategies for dealing with erupting volcanoes is examined, as a mountain spews an ash plume over Alaska."
"March 29, 2016","Today's international coverage begins in Pakistan, where a region is in mourning following a terrorist attack that targeted Christians on Easter Sunday. Afterward, we're exploring the psychology of terrorism, including why attacks often fail to meet their goals. The reasons behind a massive ""fish kill"" in Florida and some technology that could change biking round out today's show."
"March 28, 2016","Today's special edition features the series finale of our look into the U.S. food industry. Our ""Raw Ingredients"" report examines produce: With Americans consuming 3 billion pounds of salad a year, what's being done to prevent foodborne illness? How stressed is the U.S. food industry, and to what extent has the practice of importing leafy greens changed? It's all featured this Monday."
"March 25, 2016","Supported by Russian airstrikes, Syrian government forces fight to retake the city of Palmyra from ISIS. We're updating the status and the spread of the dangerous Zika virus. And as the remaining U.S. presidential hopefuls fight for delegates, we're examining a hypothetical scenario involving a contested convention. Finally, a Character Study cooks up a lesson in second chances."
"March 24, 2016","At airports, train stations and crowded venues across the world, there's an increased security presence in the wake of the Brussels, Belgium terrorist attacks. On opioid medications prescribed in the U.S., there's a new warning that will appear on labels. And in a hangar in Britain, what's likely the largest aircraft in the world has lifted off. Go there today on CNN Student News."
"March 23, 2016","Terrorists have struck two locations in the capital of Belgium, and today's show gives an overview of the incidents as the country observes a day of national mourning. We're also updating a case that pits U.S. law enforcement against a technology company, and we're exploring what exactly happens in a food recall. Finally, a private company offers trips to space under a balloon."
"March 22, 2016","Cuba is only 90 miles from the U.S., but the historical divide between the countries spans oceans. Delve into their turbulent history today, and discover how Cuban mechanics are able to maintain the many classic American cars on the island. Other topics include unrest in Brazil, an NFL training camp in Egypt, and a British research ship whose eventual name may belie its mission."
"March 21, 2016","Today's show visits the nations of Belgium, Cuba, and North and South Korea. We're following the arrest of the most wanted man in Europe, we're reporting on the first U.S. presidential visit to Havana since 1928, and we're discussing the issue of sabre rattling as it applies to events on the Korean Peninsula. Also featured: a card trick that seems to bamboozle a baboon."
"March 18, 2016","We're bringing you a wide array of events today, from the U.S. government's declaration that ISIS is committing genocide to the sentencing of an American student in North Korea. We're covering SeaWorld's decision to end its orca breeding program, and we're taking a look at a wearable sort of airbag that could better protect motorcyclists. And we'll show you a fox with a sense of humor."
"March 17, 2016","President Obama has nominated a federal judge to serve on the U.S. Supreme Court, but his confirmation appears unlikely. El Niño brings much-needed rain to California, but will it have an impact on the state's historic drought? And after an update on the U.S. political nomination process, we're taking a look at the science behind happiness and the benefits of optimism."
"March 16, 2016","What is a brokered convention, and when might one take place? This is a topic we're exploring in depth today, as U.S. presidential candidates divide delegate pickups in different states. We're also exploring a reversal by the Obama Administration regarding Atlantic oil drilling, and we're featuring a Character Study of a college athlete who doesn't let blindness prevent her from pole vaulting."
"March 15, 2016","As Russian military forces withdraw from Syria, we're going undercover to show you what life is like in a rebel-controlled area of the war-torn country. Allergists warn that pollen season may arrive early this year, and an inventor describes an exosuit intended to help people explore deeper water. We're also updating the delegate count in the U.S. presidential nomination process."
"March 14, 2016","If you're feeling sleepy today, you're among millions who struggle with a seasonal time change. In today's show, find out why dozens of countries ""spring forward."" We'll also show you how scientists are hunting viruses in the caves of South Africa, and we'll explore how Japanese officials are still testing playgrounds, soil and the sea for radiation contamination."
"March 11, 2016","At a formal meeting in Washington, D.C., the leaders of Canada and the U.S. discuss their common ground. In a Japanese ghost town, a farmer remembers his life before a devastating earthquake and tsunami. And in a laboratory, scientists manage to grow plants in soil similar to that of Mars, but the crops may not be safe for people to eat. These stories and more are all featured this Friday!"
"March 10, 2016","Today's show is characterized by exploring and explaining. We're looking at new, scientific weapons in the war against mosquitoes, and we're breaking down what exactly happens in a total solar eclipse. Afterward, we're reporting on the threat facing drivers when floodwaters rise, and we're giving you a bird's-eye view of some Japanese ghost towns that were frozen in time after an earthquake and tsunami. Finally, a pair of triathletes embody a friendly sibling rivalry."
"March 9, 2016","A ballistic missile test from Iran gives rise to concerns among the international community, a strike on militants in Somalia leads in to an exploration of the Al-Shabaab terrorist group, and a report on International Women's Day is followed by a look at the rights of women in Saudi Arabia. Also featured: the search for technology that enables people to exceed their natural limits."
"March 8, 2016","Tensions ratchet up in eastern Asia, as South Korea and the U.S. begin annual military exercises and North Korea threatens to attack. Scientists say a drought in the Middle East could be the worst in nine centuries. With lawsuits being filed in Flint, Michigan, we're showing you how a community has come together in a crisis. And we're paying tribute to the inventor of email."
"March 7, 2016","From Macedonia to North Korea, and from Ecuador to Brazil, we're going globetrotting to bring you some of the biggest stories making headlines worldwide. Sociology, politics, science and economics all factor in. We're also reporting on the passing of a U.S. first lady, and we're updating the number of Americans who are running for the highest office in the land."
"March 4, 2016","New sanctions and an act of defiance characterize a back-and-forth between the United Nations Security Council and North Korea. Another earthquake strikes near Indonesia but leaves little damage, though memories are still vivid of a catastrophe in 2004. New research indicates the dodo might not have been a dodo, and a video service aims to provide a fresh perspective on sports."
"March 3, 2016","Results from Super Tuesday headline today's show, along with the numbers of delegates that several of the candidates have amassed so far. After that, we're reporting on Astronaut Scott Kelly's homecoming, following almost a year at the International Space Station. And we're taking you to Madagascar, where airplane debris might offer a clue in a 2-year-old aviation mystery."
"March 2, 2016","Super Tuesday is front and center in today's edition of CNN Student News. Through a pair of reports that examine hypothetical scenarios for Republicans and Democrats, we're conveying a sense of what's at stake for the candidates. Afterward, we're taking you to India, where there's been a boom in a medium that's on the decline in many other countries: newspapers."
"March 1, 2016","Welcome to a special edition of CNN Student News! As U.S. voters head to the polls on Super Tuesday, we're planning in-depth political coverage for tomorrow's show. In the meantime, we're taking you inside the U.S. food industry and focusing specifically on animal feed: What's in the diets of animals raised for food, and why might that matter to some consumers? "
"February 29, 2016","Today's date appears on the calendar only once every four years, but why have it at all? The answer, as we'll tell you, is mathematical. Other questions explored: Will Syria's fragile truce hold? What's it like for a journalist to cover a war? And why is a river of garbage flowing through Lebanon's capital? These topics, plus an update on U.S. politics, are featured this Monday."
"February 26, 2016","Two stories from the Middle East lead off our coverage this Friday. We're exploring how the issue of a controversial nuclear agreement is factoring into Iran's parliamentary elections, and we're showing you one way in which the UAE works to meet its residents' growing need for water. A dramatic Coast Guard rescue off the coast of New York and a mustachioed kitten round out our show."
"February 25, 2016","As parts of the U.S. recover from a line of severe weather, we're examining what the cleanup process looks like in the days following a natural disaster. We're also discussing the conditions that can lead to a tornado. Results from a presidential nomination contest in Nevada are followed by an examination of what happens to the candidates who don't win a spot on the ballot. And a series of random facts about our hair gives a whole new perspective of what's growing on."
"February 24, 2016","We're circling the globe today on CNN Student News, bringing you current events from the Caribbean to Southeast Asia to space. We're exploring multiple perspectives on President Obama's push to close the Guantanamo Bay detention facility. We're examining how a water crisis is impacting some residents of New Delhi. And we're experiencing a simulation of private spaceflight."
"February 23, 2016","To explain a controversial case between the Apple technology company and the U.S. government, we're utilizing a unique report in which a CNN reporter debates herself. Also featured today is a look at the difference between food loss and food waste, as we cover a new law that aims to alleviate the problem. A Character Study involving a young cancer survivor rounds out today's coverage."
"February 22, 2016","Tropical Cyclone Winston makes landfall in Fiji, massive mounds of garbage threaten public health in Mumbai, and researchers aim to keep track of a disappearing type of zebra: These three stories are first up this week on CNN Student News. We're also updating you on the U.S. presidential nomination process, and we're examining what goes on in our brains when our hearts fall in love."
"February 19, 2016","The role and significance of the European Union leads off today's show, as international leaders meet in Belgium. That report is followed by an explanation of what happens if the U.S. Supreme Court is split 4-4 on a given case. And after a random fact involving a reindeer on a submarine, we're taking you to the two U.S. states holding presidential nominating contests this Saturday."
"February 18, 2016","Waves of tension ripple across the Pacific, following an announcement involving an island chain in the South China Sea. Technology, privacy concerns, and law enforcement are intertwined in a case involving a terrorist's iPhone. And we're taking you to the Cascadia Subduction Zone, a potentially dangerous fault near the U.S. West Coast that concerns some American scientists."
"February 17, 2016",Politics swirl around the notion of filling a late justice's seat on the U.S. Supreme Court. Oil-producing nations grapple with the prospect of changing their production plans. Lasers increasingly threaten airline pilots. And an astronaut discusses the challenges of spending almost a year in space. These stories and more are covered on today's edition of CNN Student News.
"February 16, 2016","We begin this Tuesday with a report on the sudden passing of a U.S. Supreme Court justice and a look at how he viewed the Constitution. Then, our international coverage takes us to Mexico, where Pope Francis is making his first visit as pontiff. Also featured: a planned ceasefire in Syria that's generating both hope and doubt. And we're explaining how the brain responds to exercise."
"February 12, 2016","What's a bull market, what's a bear market, and what kind do some analysts say the U.S. may be headed for? We're exploring these concepts today. We're also taking you inside Syria's largest city, where some areas are filled with markets and shoppers and others are only rubble. Reports on Presidents Day, Valentine's Day, and lightning as viewed from space prove that Fridays are awesome."
"February 11, 2016","The U.S. Supreme Court puts one of President Obama's executive actions on hold, we review the results of the New Hampshire primaries and tell you what's next, and a superlative links 2015 with sharks: These are the first three stories we cover this Thursday. Then, we're defining gravitational waves, exploring the theory behind them and examining efforts to detect them."
"February 10, 2016","We're going global on CNN Student News this Wednesday. Workers in part of Taiwan continue the search for survivors, days after a deadly earthquake. Haiti's future is uncertain in the wake of elections that failed to determine a new president. Morocco invests heavily in a massive solar energy plant. And new technology aims to follow our eyes to find out where our interests lie."
"February 9, 2016","A source of pride for North Korea is a source of criticism from the international community: Find out why a recent satellite launch stirred strong reactions. Then, hear why officials reportedly suggested that some athletes and workers might want to avoid the 2016 Summer Olympics in Brazil, and visit an intersection of housing, venues and mosquitoes in Rio. Finally, get a preview of the New Hampshire primaries from a northern part of the state that could give candidates early momentum."
"February 8, 2016","Welcome to a special edition of CNN Student News! On today's show, we're taking you inside part of the U.S. food industry, focusing specifically on cereal: What is it made of, how has the industry changed, and what gives the popular breakfast food its vibrant colors? We also give you a sense of how consumer demand still has the power to influence the industry."
"February 5, 2016","We begin this Friday by covering two U.S. presidential events concerning the issue of religious faith. Then, we explain the tenets of the Trans-Pacific Partnership, and we travel to New Zealand for a sense of the developments and protests regarding the deal. As parts of the South recover from recent tornadoes, we explore how these twisters spin down from the sky. And as some students dream of DJ stardom, we drop some information about what it takes to get ahead in the industry."
"February 4, 2016","Step inside part of war-torn Syria, a nation whose future is uncertain with U.N. peace talks on hold, domestic and international tensions high, and the appearance of deepening U.S. involvement. Witness the movement of a badly listing cargo ship, and dive to see the creation of a new museum in the Canary Islands. And get a sense of the risk, expense, and potential payoff of a Super Bowl ad."
"February 3, 2016","Explore the history of the Zika virus by trekking into a Ugandan forest. Witness the world's largest human migration, as travel routes in China jam up in advance of the Lunar New Year. Observe some of the sights, sounds and surprises of Monday night's caucuses in the U.S. state of Iowa. And find out what a well-known woodchuck indicated about the weather."
"February 2, 2016","Greek islanders are nominated for the Nobel Peace Prize, amid widely varying responses to the continued wave of migrants and refugees in Europe. Americans gear up for one of their most widely-watched sporting events, though concerns continue to arise as to the safety of the game itself. And the masters of a new sport see new opportunities to employ their craft in Hollywood."
"February 1, 2016","Step aboard the largest ship ever to dock in a U.S. port, and find out what it symbolizes about trade between the U.S. and China. Take a stroll through Iowa, and find out the significance and controversy associated with its first-in-the-nation presidential contest. And lend an ear (and part of a temporal lobe) to a report about how music stimulates several parts of the human brain."
"January 29, 2016","Three days ahead of the Iowa caucuses, CNN Student News is explaining what exactly will happen in the state and why its nomination contests are the first in the U.S. As a mosquito-borne virus spreads ""explosively"" in the Americas, we're telling you what's known about it, how many infections are predicted, and what actions are being considered in response to it. A nearly priceless potato photo and a Character Study involving definitions of success wrap up our Friday coverage!"
"January 28, 2016","It's a lesser-known part of Ellis Island: Take a tour of the hidden hospital rooms that once housed ailing immigrants at the ""Gateway to America."" In today's show, you'll also find out how challenging it is to work as a songwriter in the age of music streaming. Reports on a standoff in Oregon, a cliff crisis in California, and a robotic puzzle-solver round out today's show."
"January 27, 2016","A controversial new law in Denmark, Europe's ongoing refugee crisis, and a retrospective on the ""Arab Spring"" are covered first this Wednesday on CNN Student News. Then, it's time for the second half of our two-part series on transportation, and we're taking a ride on a new type of magnetic train. Finally, get a sense of how a compliment compares to a cash prize in terms of how the brain processes it -- and how positive reinforcement can help us learn while we sleep."
"January 26, 2016","Health officials are warning about the spread of the Zika virus across the Western Hemisphere. The U.S. Northeast isn't the only region struggling with record winter weather; we're traveling across the Pacific to icy East Asia. And maybe you think cars and rockets have come a long way since their inception, but the future of transportation could bring even more dramatic changes."
"January 25, 2016","For tens of millions of Americans, today's top story begins with what they see outside their windows: snow. Get a sense of the impact that a deadly winter storm had throughout the eastern U.S. Burundi is featured next, amid recent political violence that threatens to destabilize the African country. And a Character Study focuses on how several CNN reporters define the term ""leader."""
"January 22, 2016","What are residents most concerned about following a water crisis in the city of Flint, Michigan? What elements have to be in place before meteorologists officially call a storm a ""blizzard""? How might the findings of some Caltech researchers change the geography of our solar system? And what's unique about the national animal of Scotland? We'll answer all of these questions this Friday!"
"January 21, 2016","A terrorist attack in Pakistan, a freefall in oil prices, a temperature report from NASA, and a prediction of a massive weekend snowstorm headline today's show. We're defining what a nor'easter is and what ingredients make one. And we're taking you to western Montana for a look at how rivers are giving surfers a year-round opportunity to catch waves and invent new equipment."
"January 20, 2016","The fate of President Obama's executive action on immigration is now in the hands of the U.S. Supreme Court. The future of Taiwan's leadership is now in the hands of the island's first female president and the opposition party she heads up. The future of oil could see even lower prices, with Iran ramping up its production. And the future of home delivery may include a six-wheeled robot."
"January 19, 2016","Following the Martin Luther King, Jr. Day holiday, CNN Student News is taking you to some of the U.S. streets named after the civil rights leader. We're considering how some aspects of them reflect Dr. King's dream and others depict what has yet to be achieved. We're also exploring two headlines concerning Iran, we're explaining why private companies want to land a rocket ship, and we're examining a model of what's believed to have been the biggest land animal in world history."
"January 15, 2016","The U.S. stock market isn't the only one that got off to a rough start in 2016. Today, you'll find out how other nations have been affected and how exactly oil, China and the U.S. dollar factor in. After that, we're examining political and social divisions in Turkey, and we're discussing the development of the human brain. Please note that our show will be off the air next Monday, January 18 in observance of the Martin Luther King, Jr. Day holiday."
"January 14, 2016","A decision involving the water supply in the city of Flint, Michigan is making headlines nationwide. A decision involving ivory in Hong Kong has attracted the attention of conservationists worldwide. And a decision involving a professional football team in Missouri could lead to schedule changes league wide. We hope you'll make the decision to join us this Thursday!"
"January 13, 2016","U.S. President Barack Obama's final State of the Union address headlines today's show, followed by the Republican response from South Carolina Governor Nikki Haley. We're featuring a Character Study involving a football player who exemplifies perseverance, and we're exploring the growing problem of ""space junk"" -- and what scientists plan to do to minimize the risk of it."
"January 12, 2016","Today's State of the Union preview gives you an in-depth explanation of the history, traditions, and goals associated with the annual address and the opposing party's response. It's followed by a report on how different parts of the brain are involved in the act of driving -- and how they can become distracted. And we're exploring what it's like to cross an ocean in a rowboat."
"January 11, 2016","We're starting the week with a rare look inside North Korea: A CNN reporter has perspective from some science students about their Communist government's claim to have recently tested a nuclear weapon. From there, we're headed to South Korea for a look at how the Republic has found a way to broadcast messages across the border. And we're also visiting Europe, where a highly divisive debate is taking place over whether Adolf Hitler's manifesto should be reprinted and sold in Germany."
"January 8, 2016","China and oil both factor into why the Dow Jones Industrial Average plummeted yesterday. We have a report from across the Pacific on what happened concerning Chinese stocks. The issue of U.S. land ownership is also explored in depth, following news of a standoff in the state of Oregon. And the effects of El Niño are likely to alter winter weather across the nation; we'll explain how."
"January 7, 2016","What is a hydrogen bomb, what makes it different from an atomic bomb, and what's the significance of a North Korean claim that the nation recently tested a nuclear weapon? We're exploring these questions first up this Thursday, followed by reports on a heroin epidemic in the U.S. Northeast and a flight test engineer's efforts to invent a new extreme sport."
"January 6, 2016","The controversial issue of guns in the U.S. headlines today's program. We discuss the debate over President Obama's executive action, a debate concerning the effectiveness of background checks, and the polls that show Americans' contrasting views on gun issues. Also featured: a battle against ISIS in Iraq and a submersible designed to help people see the other 70 percent of the planet."
"January 5, 2016","News involving the Middle East and part of North Africa headlines today's show. It's followed by a report on the Zika virus, where it's been detected, and how it can be threatening to pregnant women. We're also covering the interconnectedness of global markets, following drops in both China and the U.S., and we're exploring what recent medical research suggests about déjà vu."
"January 4, 2016","Happy New Year, and thank you for checking out our first show of 2016! We're catching you up on recent storms and flooding in the U.S., and we're updating you on the American political candidates still in the race for the White House. Also featured: a view of global New Year's celebrations and a village that has banned light pollution because residents have stars in their eyes."
"December 18, 2015","Welcome to our last show of 2015! Topics covered this Friday include a look back at some of the most significant international stories of the year. We're also exploring the potential application of lasers as U.S. military weapons, and we're featuring a random fact about mistletoe, which trees don't find nearly as romantic as some people do. We're grateful for your viewership in 2015, and we look forward to seeing you again on January 4, 2016!"
"December 17, 2015","The U.S. Federal Reserve is raising its key interest rate by a quarter of a percentage point. What does that mean, whom will it affect, and how can the Fed's power be compared to elements of Star Wars? We've got the answers. Also covered today: a meteorological year in review, the shifting strategies of ISIS, and an update on the search for a legendary train in Poland."
"December 16, 2015","A tale of two threats leads off today's show, with one massive school district closing and another staying open after they both received similar messages. Our year in review series continues with a look back at U.S. political highlights. And we're taking you inside the world of virtual reality, looking into both the benefits and drawbacks of a rapidly advancing technology."
"December 15, 2015","The word ""review"" is highly relevant to today's show. We're reviewing events concerning U.S. Army Sgt. Bowe Bergdahl, following the announcement that he would face a general court-martial. We're kicking off a new series that reviews some of the major news events from the past calendar year. We're asking moderators what they're reviewing as they prepare for tonight's debate. And we're telling you what an animal activist did after reviewing a dire situation for dogs in Turkey."
"December 14, 2015","A landmark agreement has been made at a climate change conference in Paris, but its implementation has some hurdles ahead. Results are in from a weekend election in Saudi Arabia, and it appears history has been made in the kingdom. And unseasonably warm weather has settled over much of the U.S., thanks in large part to a Pacific event that's bottling up Arctic air."
"December 11, 2015","Yesterday, President Obama signed a law that replaces No Child Left Behind. We'll tell you what will stay the same and what won't for U.S. schools -- and how many students could be affected. Also included this Friday: an in-depth report on encryption technology, which raises questions about both privacy and security. And after announcing the recipients of the 2015 Nobel Prize for Chemistry, we're taking a look at the subject they researched: our DNA."
"December 10, 2015","Topics involving Germany and Brazil lead off today's international coverage, as we discuss TIME's Person of the Year and security in advance of next year's Olympic Games. We're also digging into the issue of hydraulic fracturing, exploring the benefits and drawbacks of the practice. And we're reporting on how periods at the end of text messages may come across as insincere"
"December 9, 2015","What's settled over Beijing, China is a perfect storm of smog. We're exploring the science behind its causes, and then we're headed to Venezuela for a look at a country on edge: Will recent elections turn the tide in a struggling economy? After a random fact, we have a Character Study that shows how a girl's compassionate and entrepreneurial spirit yielded a more stable drinking cup."
"December 8, 2015","The U.S. Justice Department opens an investigation into the Chicago Police Department, the U.S. Supreme Court considers race as a potential factor in jury selection, and a recent poll indicates what Americans are thinking when it comes to race relations in their country. These stories, plus an explainer on what E. coli is and how an outbreak is affecting Chipotle, are all featured today."
"December 7, 2015","President Obama addresses the U.S. about the issue of terrorism, following last week's attacks at a conference center in San Bernardino, California. We'll bring you a highlight of the president's speech, update you on events at a climate conference in Paris, and explore what's known about solar storms -- and what can be done to address them. Other subjects include a patent application for a smartwatch that could be used to monitor blood glucose levels."
"December 4, 2015","A quick check of headlines brings you updates on events concerning a mass shooting in California, a major change in the U.S. military, and a significant vote by the UK Parliament. Then, it's time for part two of our series exploring the potential future of communication, and it seems that brain-to-brain communication is something that's on researchers' minds."
"December 3, 2015","This Thursday, CNN Student News begins a two-part series looking at the past and the future of communication as we know it -- the next step could be an illusion. We also report on a mass shooting at a California conference center, and we discuss a U.S. strike force that's increasing America's military presence in Iraq. Our last feature: Will meat-scented candles make holiday cheer?"
"December 2, 2015",CNN Student News is featuring a two-part special edition this week. Our shows for Tuesday and Wednesday look back at some of the most momentous stories CNN has covered since its launch in 1980. Our daily current events coverage resumes on Thursday
"December 1, 2015",CNN Student News is featuring a two-part special edition this week. Our shows for Tuesday and Wednesday look back at some of the most momentous stories CNN has covered since its launch in 1980. Our daily current events coverage resumes on Thursday.
"November 30, 2015","Welcome back to CNN Student News! An international conference in Paris and an international military incident in the Middle East headline today's show. We're also examining Black Friday shopping and sales in the U.S., and we're exploring how flight attendants are equipped to save lives. And whether you're a fan of Legos or the Green Bay Packers, you'll love our last story."
"November 24, 2015","For our last show before the Thanksgiving holiday, CNN Student News updates the status of last year's Ebola outbreak in West Africa, and we take a look at the ongoing international fight against the ISIS terrorist group. Other stories include an explainer on lake-effect snow and some traditions of Thanksgiving. We'll look forward to seeing you again on Monday, November 30th!"
"November 23, 2015","A terrorist attack in the West African nation of Mali, airport security in the U.S., and the difference between freezing rain and sleet are three of the topics we cover this Monday. We're exploring how salmonella bacteria can contaminate food, following an outbreak that sickened hundreds of people in 38 states. And we're showing you how wind can affect the outcome of a soccer game."
"November 20, 2015","We start today's show with an update on this week's police raid at a Paris apartment, now that authorities have confirmed who was inside. We feature an in-depth report on how the ISIS terrorist group maintains its grip on the areas it governs, and we follow that with a look at how the U.S. Congress is getting involved in a national refugee debate. Finally, take a look at the most expensive object ever made, and hear why a driverless car was recently pulled over."
